編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
11,私立,新北市私立頤慶老人長期照顧中心（養護型）,曾冠誌,三重區,三重區光明路67之6號,89723269,養護,13(含插2管6床),103.08,25.0574059,121.491559
12,私立,新北市私立豐禾老人長期照顧中心(養護型),陳靜琴,三重區,三重區成功路79號1樓-5樓,89720166,養護,45(含插2管22床),92.01,25.0513469,121.488818
13,私立,新北市私立靜園老人長期照顧中心（養護型）,陳冠榮,三重區,三重區成功路97號10樓,89731580,養護,49(含插2管24床),105.01,25.0515773,121.4881716
14,私立,新北市私立今光愛心老人養護中心,廖朝生,三重區,三重區成功路97號2樓,29768888,養護,48(含插2管24床),89.1,25.051515,121.488092
15,私立,新北市私立大安老人長期照顧中心（養護型）,杜克堅,三重區,三重區自強路4段110號3樓,89819911,養護,24(含插2管12床),98.07,25.0799969,121.4914314
16,私立,新北市私立祐安老人長期照顧中心（養護型）,黃鼎晉,三重區,三重區自強路4段6號3樓,22866311,養護,49(含插2管24床),100.06,25.0761896,121.4882231
17,私立,新北市私立沐心老人長期照顧中心（養護型）,王寶琇,三重區,三重區重新路5段635之2號、635之2號2樓、635之2號3樓,29990737,養護,46(含插2管23床),99.08,25.0436987,121.4673185
18,私立,新北市私立圓滿老人長期照顧中心（養護型）,江學真,三重區,三重區重新路5段639號10樓、639之1號10樓,29998867,養護,39(含插2管19床),98.02,25.0435572,121.467058
19,私立,新北市私立蓮愛老人養護中心,王述軍,三重區,三重區溪尾街41號2樓,29896770,養護,32(含插2管16床),95.06,25.0765138,121.4914362
20,私立,新北市私立安泰老人長期照顧中心（養護型）,周見賢,三重區,三重區福德北路4號3樓、4樓,29863311,養護,30(含插2管15床),100.07,25.064238,121.502098
21,私立,新北市私立長園老人長期照顧中心(養護型),洪斌峰,三重區,三重區龍門路1號3樓、3樓之1,29860063,養護,46(含插2管23床),105.05,25.0711085,121.4946967
22,私立,新北市私立慈恩老人長期照顧中心(養護型),林英哲,三峽區,三峽區大利路2號(1、2層)、4號、6號2樓,26738500,養護,45(含插2管22床),89.03,24.9116713,121.3664832
23,私立,新北市私立安康老人長期照顧中心（養護型）,鄭淑芬,三峽區,三峽區中華路22號3樓之3,86710158,養護,31(含插2管15床),99.02,24.93263,121.374061
24,私立,新北市私立清安養老院老人長期照顧中心(養護型),陳少宜,三峽區,三峽區介壽路1段278號3樓,86722809,養護,48(含插2管23床),102.09,24.9302739,121.3803841
25,私立,新北市私立清平養老院老人長期照顧中心（養護型）,陳意春,三峽區,三峽區介壽路1段278號4樓,86725678,養護,48(含插2管23床),101.08,24.9302739,121.3803841
26,私立,新北市私立清心養老院老人長期照顧中心（養護型）,許月瑛,三峽區,三峽區介壽路1段278號5樓,86721354,養護,48(含插2管23床),101.07,24.9302739,121.3803841
27,私立,新北市私立清氣養老院老人長期照顧中心（養護型）,盧蕓華,三峽區,三峽區介壽路1段278號6樓,86721354,養護,48(含插2管23床),101.04,24.9302739,121.3803841
28,私立,新北市私立清福養老院老人長期照顧中心（養護型）,洪佳穗,三峽區,三峽區介壽路1段278號7樓,86725678,養護,48(含插2管23床),101.03,24.9302739,121.3803841
29,私立,新北市私立清景養老院老人長期照顧中心(養護型),陳如山,三峽區,三峽區介壽路1段280號3樓,86725678,養護,48(含插2管23床),105.05,24.9302765,121.380458
30,私立,新北市私立清風養老院老人長期照顧中心(養護型),陳文堯,三峽區,三峽區介壽路1段280號4樓,86725678,養護,48(含插2管23床),105.08,24.9302765,121.380458
31,私立,新北市私立清照養老院老人長期照顧中心(養護型),施定宏,三峽區,三峽區介壽路1段280號5樓,86725678,養護,48(含插2管23床),103.03,24.9302765,121.380458
32,私立,新北市私立清日養老院老人長期照顧中心(養護型),陳意星,三峽區,三峽區介壽路1段280號6樓,86722937,養護,48(含插2管23床),102.08,24.9302765,121.380458
33,私立,新北市私立清春養老院老人長期照顧中心（養護型）,陳文堯,三峽區,三峽區介壽路1段280號7樓,86726395,養護,48(含插2管23床),102.01,24.9302765,121.380458
34,私立,新北市私立清涼養老院老人長期照顧中心(養護型),許月瑛,三峽區,三峽區介壽路1段286號3樓,86725678,養護,48(含插2管23床),104.07,24.9298737,121.379948
35,私立,新北市私立清清養老院老人長期照顧中心(養護型),盧蕓華,三峽區,三峽區介壽路1段286號4樓,86725678,養護,48(含插2管23床),103.08,24.9298737,121.379948
36,私立,新北市私立清水養老院老人長期照顧中心(養護型),洪佳穗,三峽區,三峽區介壽路1段286號5樓,86725678,養護,48(含插2管23床),103.07,24.9298737,121.379948
37,私立,新北市私立清泉養老院老人長期照顧中心(養護型),陳意千,三峽區,三峽區介壽路1段286號6樓,86725678,養護,48(含插2管23床),103.02,24.9298737,121.379948
38,私立,新北市私立清山養老院老人長期照顧中心（養護型）,陳意峰,三峽區,三峽區介壽路1段286號7樓,86725678,養護,48(含插2管23床),102.03,24.9298737,121.379948
39,私立,新北市私立衡安老人長期照顧中心（養護型）,徐慶鍾,三峽區,三峽區文化路59巷7號之2、8樓之2,86711558,養護,49(含插2管24床),98.01,24.9354679,121.373238
40,私立,新北市私立安新老人長期照顧中心（養護型）,鄭淑芬,三峽區,三峽區民生街85號4樓、83號4樓,86710158,養護,45(含插2管22床),89.09,24.935792,121.374685
41,私立,新北市私立主恩福老人養護中心（養護型）,張旭廷,三峽區,三峽區和平街65-5、65-7號、65-4號2樓之1,86713896,養護,47(含插2管23床),91.06,24.935528,121.370569
42,私立,新北市私立廣春老人長期照顧中心(養護型),劉建均,三峽區,三峽區復興路176號2樓,86715397,養護,40(含插2管20床),95.12,24.9387053,121.3704977
43,私立,新北市私立鴻欣老人長期照顧中心（養護型）,劉宜棟,三峽區,三峽區復興路176號3樓,86715396,養護,40(含插2管20床),91.11,24.9387053,121.3704977
44,私立,新北市私立智理老人長期照顧中心（養護型）,周士揚,三峽區,三峽區復興路1號3樓之2,26741007,養護,15(含插2管7床),101.09,24.9383814,121.3615381
45,私立,新北市私立同心老人養護中心,林偉峰,土城區,土城區中央路4段127號9樓、9樓之1、10樓、10樓之1、11樓之1,22673230,養護,48(含插2管15床),96.05,24.9626663,121.4254911
46,私立,新北市私立博楷老人長期照顧中心（養護型）,許旭隆,土城區,土城區中央路4段84號2樓、84號3樓、86巷2號、86巷2號2樓、86巷2號3樓、88號、88號2樓、88號3樓、90號3樓,22672952,養護,47(含插2管23床),101.11,24.9628171,121.4257321
47,私立,新北市私立博群老人長期照顧中心（養護型）,許博鈞,土城區,土城區中央路4段84號4樓、84號5樓、86巷2號4樓、86巷2號5樓、88號4樓、88號5樓、90號4樓、90號5樓,22677356,養護,47(含插2管23床),101.07,24.9566564,121.4153149
48,私立,新北市私立連馨老人長期照顧中心（養護型）,連雅萍,土城區,土城區中正路2號3樓,22635701,養護,49(含插2管24床),98.11,24.9748139,121.442239
49,私立,新北市私立迦勒老人長期照顧中心（養護型）,林美燕,土城區,土城區延壽路9號(1樓、2樓),82621966,養護,38(含插2管18床),95.1,24.990309,121.471326
50,私立,新北市私立大眾老人養護中心,莊潘彩雲,土城區,土城區清水路114號2樓,22749920,養護,31(含插2管15床),94.03,24.981426,121.458048
51,私立,新北市私立永泰老人養護中心,謝文化,中和區,中和區中山路2段101號1樓-4樓,22445950,養護,20(含插2管10床),93.04,25.0039809,121.5034
52,私立,新北市私立雙和老人長期照顧中心（養護型）,顏詩庭,中和區,中和區中山路2段133號2樓,82458280,養護,34(含插2管17床),103.01,25.002992,121.50226
53,私立,新北市私立慈美老人養護中心,張美素,中和區,中和區中山路2段315巷2號6樓,22467727,養護,49(含插2管24床),96.09,25.001735,121.494026
54,私立,新北市私立合樂老人長期照顧中心（養護型）,林淑美,中和區,中和區中山路2段327巷11弄17號3樓,82458130,養護,39(含插2管19床),102.04,25.0000842,121.4932235
55,私立,新北市私立和樂老人長期照顧中心（養護型）,林淑美,中和區,中和區中山路2段327巷11弄17號5樓,82458131,養護,39(含插2管19床),97.11,25.0000842,121.4932235
56,私立,新北市私立闔樂老人長期照顧中心(養護型),蕭美寧,中和區,中和區中山路2段327巷1號2樓,22422502,養護,49(含插2管24床),105.01,25.0018421,121.4933799
57,私立,新北市私立忠祥老人長期照顧中心（養護型）,蘇孟枝,中和區,中和區中山路2段327巷1號4樓,22473386,養護,41(含插2管20床),97.06,25.0018421,121.4933799
58,私立,新北市私立逢海老人長期照顧中心（養護型）,秦嗣文,中和區,中和區中山路2段327巷1號5樓,22451915,養護,49(含插2管24床),102.09,25.0018421,121.4933799
59,私立,新北市私立福泰老人長期照顧中心（養護型）,張志祥,中和區,中和區中山路2段371號4樓,22233325,養護,43(含插2管21床),104.09,25.0045776,121.4873664
60,私立,新北市私立中原老人長期照顧中心（養護型）,甯皓筠,中和區,中和區中山路2段560號6樓、6樓之1,22286187,養護,42(含插2管21床),104.1,25.005219,121.4831127
61,私立,新北市私立一德老人長期照顧中心（養護型）,鍾昭明,中和區,中和區中山路2段560號7樓,22286655,養護,42(含插2管21床),104.01,25.005219,121.4831127
62,私立,新北市私立皇佳老人長期照顧中心（養護型）,黃伯超,中和區,中和區中山路2段562號10樓,22286187,養護,42(含插2管21床),98.04,25.0052115,121.4830573
63,私立,新北市私立怡安老人長期照顧中心（養護型）,許修齊,中和區,中和區中正路770號5樓,82213542,養護,47(含插2管23床),102.01,24.9998265,121.4853677
64,私立,新北市私立怡和老人長期照顧中心（養護型）,劉江裕,中和區,中和區中正路772號5樓,82213540,養護,47(含插2管23床),102.04,24.9999369,121.4853627
65,私立,新北市私立慈和老人長期照顧中心（養護型）,宋燕凌,中和區,中和區中正路909號2樓,22212393,養護,32(含插2管16床),102.12,25.006402,121.4835231
66,私立,新北市私立慈安老人長期照顧中心（養護型）,宋王素娥,中和區,中和區中正路909號3樓,22212393,養護,32(含插2管16床),102.11,25.006402,121.4835231
67,私立,新北市私立?慈老人長期照顧中心（養護型）,吳佳鈴,中和區,中和區中正路909號5樓,82286093,養護,36(含插2管17床),102.06,25.006402,121.4835231
68,私立,新北市私立連城老人長期照顧中心（養護型）,游瑞堂,中和區,中和區板南路335號4樓、337號4樓,22479996,養護,48(含插2管24床),97.1,24.9979323,121.4941036
69,私立,新北市私立美馨老人長期照顧中心（養護型）,周素蓮,中和區,中和區板南路337號5樓,22451915,養護,28(含插2管14床) ,100.08,24.9981635,121.4939537
70,私立,新北市私立瑞祥老人長期照顧中心（養護型）,林志雄,中和區,中和區建一路87號3樓,22289691,養護,41(含插2管20床),103.11,25.0024555,121.4882144
71,私立,新北市私立永順老人養護中心,蘇旭志,中和區,中和區建康路2號5樓、2之2號5樓,32340828,養護,47(含插2管23床),89.06,25.0000309,121.485693
72,私立,新北市私立展欣老人長期照顧中心（養護型）,朱台玉,中和區,中和區員山路506號2樓,22267373,養護,41(含插2管20床),101.04,25.0086569,121.47959
73,私立,新北市私立員山老人長期照顧中心（養護型）,郭蔣金鳳,中和區,中和區員山路506號6樓,22250966,養護,46(含插2管23床),98.12,25.0086569,121.47959
74,私立,新北市私立仁安老人長期照顧中心（養護型）,廖貞婷,中和區,中和區連城路164號2樓,22481617,養護,37(含插2管18床),100.03,24.9976008,121.4939087
75,私立,新北市私立仁和老人長期照顧中心（養護型）,廖茂良,中和區,中和區連城路164號4樓、164之2號4樓,22481617,養護,40(含插2管20床),104.08,24.9977915,121.4941886
76,私立,新北市私立慈愛老人長期照顧中心（養護型）,葉人豪,中和區,中和區連城路222巷2弄8號5樓,22430331,養護,30(含插2管15床),90.08,24.9971862,121.4916205
77,私立,新北市私立祥逸老人長期照顧中心（養護型）,周素梅,中和區,中和區景平路726-8號、726-6號2樓之1、726-6號2樓之2、726-6號2樓之3,82453559,養護,30(含插2管15床),101.1,24.992581,121.5095183
78,私立,新北市私立宜安老人長期照顧中心（養護型）,黃明發,中和區,中和區景安路48號7樓,22409359,養護,47(含插2管23床),98.07,24.997954,121.506736
79,私立,新北市私立御林園老人長期照顧中心（養護型）,儲明哲,中和區,中和區圓通路367巷33弄6號,22492772,養護,19(含插2管9床),104.01,24.9852268,121.4936783
80,私立,新北市私立中山老人長期照顧中心（養護型）,朱立忠,中和區,中和區橋安街6號2、3樓,22438323,養護,24(含插2管12床),104.08,25.0034753,121.4929901
81,私立,新北市私立五股愛心老人長期照顧中心（養護型）,余素欣,五股區,五股區成泰路2段5號、5號2樓、5號3樓、5號4樓、7號2樓、7號3樓、7號4樓、9號2樓、9號3樓、9號4樓,22936066,養護,48(含插2管24床),99.11,25.0992756,121.4510208
82,私立,新北市私立再芳老人長期照顧中心（養護型）,陳丁福,五股區,五股區成泰路4段10號3樓之2,22923158,養護,39(含插2管19床),101.06,25.1066296,121.4530752
83,私立,新北市私立明泰老人長期照顧中心（養護型）,石明瑋,五股區,五股區成泰路4段10號3樓之3,22930992,養護,35(含插2管17床),101.07,25.1066296,121.4530752
84,私立,新北市私立松永老人長期照顧中心（養護型）,李秋龍,永和區,永和區中正路455號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6,29237197,養護,47(含插2管23床),100.11,25.0055299,121.516846
85,私立,新北市私立寶貝爹娘老人長期照顧中心（養護型）,陳建瑞,永和區,永和區中正路588號4樓,29230306,養護,48(含插2管15床),93.03,25.0067566,121.5171371
86,私立,新北市私立宏德老人長期照顧中心（養護型）,魏嘉源,永和區,永和區永平路81巷2號(2層)、4號(2層)、12號2樓(2層),29231336,養護,47(含插2管23床),88.12,25.0111929,121.509166
87,私立,新北市私立育昇老人長期照顧中心（養護型）,張吉雄,永和區,永和區永和路1段57號（5至8層）,29261199,養護,49(含插2管24床),101.12,查無經緯度,
88,私立,新北市私立永恩老人長期照顧心（養護型）,陳建忠,永和區,永和區永和路2段209號4樓,29283862,養護,48(含插2管24床),95.03,25.0138409,121.5153361
89,私立,新北市私立永康老人長期照顧心（養護型）,郭仕慧,永和區,永和區永和路2段209號5樓,29283862,養護,48(含插2管24床),89.12,25.0138409,121.5153361
90,私立,新北市私立寶安老人長期照顧心（養護型）,呂榮哲,永和區,永和區竹林路73號2樓、3樓,89281517,養護,47(含插2管23床),100.07,25.0134959,121.5190252
91,私立,新北市私立人益老人長期照顧中心（養護型）,羅培仁,永和區,永和區福和路149號3樓、149號4樓、151號5樓,29222175,養護,39(含插2管19床),102.12,25.0076279,121.5206065
92,私立,新北市私立福和老人長期照顧中心(養護型),劉景文,永和區,永和區福和路160號2樓,89277187,養護,19(含插2管9床),105.06,25.0081528,121.5213566
93,私立,財團法人臺北市私立恆安老人長期照顧中心附設新北市私立大同老人長期照顧中心(養護型),胡世賢, 汐止區,汐止區大同路3段425號3樓、4樓,86488388,養護,196(含插2管96床),104.04,25.0715507,121.6772905
94,私立,財團法人中華文化社會福利基金會附設新北市私立翠柏新村老人安養中心,葛雨琴, 汐止區,汐止區永春一路5號,26451001-4,安養,462,75.01,25.1125158,121.6032159
94,私立,財團法人中華文化社會福利基金會附設新北市私立翠柏新村老人安養中心,葛雨琴, 汐止區,汐止區永春一路5號,26451001-4,長照,50,75.01,25.1125158,121.6032159
95,私立,新北市私立健銓老人長期照顧中心(養護型),郭維銓, 汐止區,汐止區和平街8號四樓,26422467,養護,40(含插2管20床),105.05,25.071027,121.663217
96,私立,新北市私立慈惠老人長期照顧中心(養護型),吳維平, 汐止區,汐止區忠孝東路351號11樓之2,86481959,養護,15(含插2管7床),102.02,25.0705051,121.665408
97,私立,新北市私立祥恩老人養護中心,鄭阿玉, 汐止區,汐止區青山路15號1樓-3樓,86424959,養護,39(含插2管19床),90.03,25.0621148,121.6562113
98,私立,新北市私立祥和老人養護中心,鄭裕聰, 汐止區,汐止區青山路15號4樓、4樓之1、5樓,26499691,養護,33(含插2管18床),89.03,25.0621148,121.6562113
99,私立,新北市私立童心老人長期照顧中心（養護型）,林淑容, 汐止區,汐止區南陽街90巷14號,26940170,養護,49(含插2管24床),101.12,25.061888,121.6227985
100,私立,新北市私立安濟老人長期照顧中心(養護型),魏惜, 汐止區,汐止區福德一路351巷11弄18號2樓,26951800,養護,21(含插2管10床),97.06,25.061502,121.6304209
101,私立,新北市私立百齡家園老人長期照顧中心（養護型）,郭淑真, 汐止區,汐止區福德路38號11樓、11樓之1、11樓之2、11樓之3、11樓之4、11樓之5、11樓之6、11樓之7,86931606,養護,40(含插2管20床),101.1,25.0678526,121.6369481
102,私立,新北市私立幸福家園老人長期照顧中心(養護型),江煌貞,汐止區,汐止區福德路38號12樓、12樓之1、12樓之2、12樓之3、12樓之4、12樓之5、12樓之6,26926777,養護,40(含插2管20床),104.12,25.0678803,121.6369034
103,私立,新北市私立好家園老人長期照顧中心（養護型）,江煌貞, 汐止區,汐止區福德路38號2樓、2樓之1,26926777,養護,40(含插2管20床),102.01,25.0668411,121.6360049
104,私立,新北市私立新陽光老人長期照顧中心(養護型),盧嘉富, 汐止區,汐止區福德路38號4樓、4樓之1,26932239,養護,49(含插2管24床),102.03,25.0668411,121.6360049
105,私立,新北市私立大漢老人長期照顧中心（養護型）,陳玉美, 汐止區,汐止區福德路38號5樓之1,26933978,養護,49(含插2管24床),100.01,25.0668411,121.6360049
106,私立,新北市私立銀泰老人長期照顧中心（長期照護型）,潘呂金環, 汐止區,汐止區福德路38號6樓之1、之2、之3、之4、之5、之6,26934386,長照,20,96.09,25.0668411,121.6360049
107,私立,新北市私立美麗家園老人長期照顧心（養護型）,張玉蘭, 汐止區,汐止區福德路38號7樓、7樓之1、7樓之2、7樓之3、7樓之4、7樓之5、7樓之6、7樓之7,26926111,養護,42(含插2管21床),100.07,25.0742212,121.6694463
108,私立,新北市私立天愛老人長期照顧中心(養護型),陳玉美, 汐止區,汐止區福德路38號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6、8樓之7,26933978,養護,49(含插2管24床),103.12,25.0742212,121.6694463
109,私立,新北市私立百寧老人長期照顧中心(養護型),郭翁素鄰, 汐止區,汐止區福德路38號9樓、38號9樓之1、38號9樓之2、38號9樓之3、38號9樓之4、38號9樓之5、38號9樓之6、38號9樓之7,86931606,養護,40(含插2管20床),105.05,25.0668411,121.6360049
110,私立,新北市私立東宜老人長期照顧中心（養護型）,林秋紅,板橋區,板橋區大觀路2段159號之1、159號之2、159號之3,22755050,養護,40(含插2管20床),102.09,25.003902,121.446547
111,私立,新北市私立寶樺老人長期照顧中心（養護型）,嚴貴華,板橋區,板橋區大觀路3段201、201-1、201-2、201-3號,26820680,養護,47(含插2管23床),100.04,24.99317,121.431658
112,私立,新北市私立康達老人長期照顧中心（養護型）,張榮台,板橋區,板橋區大觀路3段220巷22號2~6樓,26878791,養護,47(含插2管23床),101.11,24.9958484,121.4343788
113,私立,新北市私立松和老人長期照顧中心(養護型),莊麗珊,板橋區,板橋區大觀路3段236號7樓,26823334,養護,46(含插2管23床),102.02,24.9922534,121.4295423
114,私立,新北市私立松林老人長期照顧中心(養護型),李怡禎,板橋區,板橋區大觀路3段236號7樓之2,25116881,養護,41(含插2管20床),104.11,24.9922534,121.4295423
115,私立,新北市私立春天老人長期照顧中心（養護型）,陳春丹,板橋區,板橋區大觀路3段236號8樓,26841858,養護,49(含插2管24床),99.07,24.9922534,121.4295423
116,私立,新北市私立祥寶老人長期照顧中心(養護型),林哲弘,板橋區,板橋區中山路1段206巷6號1樓-2樓,29539299,養護,48(含插2管24床),105.09,25.0128777,121.4702789
117,私立,新北市私立祥永老人長期照顧中心(養護型),吳忠憲,板橋區,板橋區中山1段206巷6號3樓,89535859,養護,49(含插2管24床),103.6,25.0128777,121.4702789
118,私立,新北市私立祥好尊榮老人養護中心,陳俊豪,板橋區,板橋區中山路1段206巷6號4樓,29540868,養護,49(含插2管20床),95.06,25.0128777,121.4702789
119,私立,新北市私立祥弘老人養護中心,吳小金,板橋區,板橋區中山路1段206巷6號5樓,89533339,養護,38(含插2管19床),92.12,25.0128777,121.4702789
120,私立,新北市私立連旺老人長期照顧中心（養護型）,連昭晴,板橋區,板橋區中山路1段311號、313號、315之1號,89520508,養護,47(含插2管23床),102.08,25.0148292,121.4716464
121,私立,新北市私立桐心老人養護中心,陳鴻文,板橋區,板橋區中正路302號2樓,29688657,養護,42(含插2管21床),96.01,25.020717,121.455222
122,私立,新北市私立愛心老人養護中心,謝藍秋容,板橋區,板橋區四川路1段178號4樓,29566859,養護,18(含插2管9床),89.03,25.0028241,121.4597586
123,私立,新北市私立宏國老人長期照顧中心（養護型）,吳高丁,板橋區,板橋區四川路2段16巷10號7樓,89667037,養護,49(含插2管24床),90.05,24.997261,121.45627
124,私立,新北市私立祥安居老人長期照顧中心（養護型）,李金祥,板橋區,板橋區四川路2段16巷1號10樓,89665598,養護,44(含插2管22床),98.11,24.9964581,121.4559144
125,私立,新北市私立瑞昇老人長期照顧中心（養護型）,曾巫秀琴,板橋區,板橋區四川路2段16巷1號1樓,89675498,養護,46(含插2管23床),102.01,24.9964581,121.4559144
126,私立,新北市私立慈徽老人養護中心,張鎮臺,板橋區,板橋區四川路2段16巷1號2樓,89665598,養護,43(含插2管21床),96.11,24.9964581,121.4559144
127,私立,新北市私立陽光老人長期照顧中心（養護型）,李家均,板橋區,板橋區四川路2段16巷1號5樓,89665598,養護,46(含插2管23床),102.01,24.9964581,121.4559144
128,私立,新北市私立亞東老人長期照顧中心（養護型）,李雪慧,板橋區,板橋區四川路2段16巷1號6樓,89665598,養護,47(含插2管23床),102.05,24.9964581,121.4559144
129,私立,新北市私立皖美老人長期照顧中心（養護型）,張家銘,板橋區,板橋區四川路2段16巷1號8樓,89665598,養護,47(含插2管15床),100.02,24.9964581,121.4559144
130,私立,新北市私立祥元尊榮老人養護中心,羅慧文,板橋區,板橋區四川路2段16巷8號6樓,89668658,養護,42(含插2管21床),99.03,24.997026,121.456269
131,私立,新北市私立領袖天下老人養護中心,陳國政,板橋區,板橋區四川路2段16巷8號6樓之1,89668656,養護,40(含插2管15床),97.03,24.997026,121.456269
132,私立,新北市私立祥仁尊榮老人養護中心,林哲弘,板橋區,板橋區四川路2段16巷8號6樓之2,89668658,養護,48(含插2管15床),97.12,24.997026,121.456269
133,私立,新北市私立松園老人長期照顧中心（養護型）,吳昆松,板橋區,板橋區四川路2段16巷8號7樓,89665034,養護,49(含插2管24床),101.05,24.997026,121.456269
134,私立,新北市私立鴻祥老人長期照顧中心（養護型）,吳高丁,板橋區,板橋區四川路2段16巷9號8樓,89677439,養護,49(含插2管24床),98.11,24.997073,121.4556211
135,私立,新北市私立仁民老人長期照顧中心（養護型）,黃政義,板橋區,板橋區陽明街61號、61號2樓、61號3樓、61號4樓、61號5樓、61號6樓、61號7樓,22587336,養護,49(含插2管24床),88.12,25.0213819,121.46645
136,私立,新北市私立迦蜜老人長期照顧中心（養護型）,范新鷺,板橋區,板橋區廣權路10號2、3樓,29511181,養護,47(含插2管23床),101.06,24.9909762,121.460336
137,私立,新北市私立重慶老人長期照顧中心（養護型）,林巧靜,板橋區,板橋區廣權路10號4樓,29648140,養護,29(含插2管14床),104.09,24.991259,121.460935
138,私立,新北市私立慧心老人長期照顧中心（養護型）,朱傳恩,板橋區,板橋區廣權路2號2樓,29567230,養護,28(含插2管14床),102.03,24.9909762,121.460336
139,私立,新北市私立心田老人長期照顧中心（養護型）,朱瑜慈,板橋區,板橋區廣權路2號3樓、6號3樓F,89511426,養護,30(含插2管7床),98.09,24.9909762,121.460336
139,私立,新北市私立心田老人長期照顧中心（養護型）,朱瑜慈,板橋區,板橋區廣權路2號3樓、6號3樓F,89511426,長照,15,98.09,24.9909762,121.460336
140,私立,新北市私立廣福老人養護中心,盧光亞,板橋區,板橋區廣權路2號4樓,89514435,養護,49(含插2管24床),96.1,24.9909762,121.460336
141,私立,新北市私立廣權老人養護中心,梁惠倫,板橋區,板橋區廣權路2號5樓,89514435,養護,26(含插2管13床),95.04,24.9909762,121.460336
142,私立,新北市私立安佳老人長期照顧中心（養護型）,徐三華,板橋區,板橋區館前西路139號6樓,29688745,養護,40(含插2管20床),97.01,25.0078239,121.4562883
143,私立,新北市私立迦南老人長期照顧中心（養護型）,熊惠靖,板橋區,板橋區館前西路6號8樓,29645889,養護,49(含插2管24床),100.05,25.007159,121.458862
144,私立,新北市私立惟思老人養護中心,吳致融,林口區,林口區三民路75號1樓,26000888,養護,43(含插2管15床),97.1,25.0681074,121.3585333
145,私立,新北市私立夏雨老人長期照顧中心（長期照護型）,吳思漢,林口區,林口區三民路75號2樓,26000888,長照,41,98.02,25.0681074,121.3585333
146,私立,新北市私立恆輝老人長期照顧中心（養護型）,李展權,泰山區,泰山區明志路1段122巷33號,22962153,養護,36(含插2管18床),102.04,25.0638845,121.4323545
147,私立,新北市私立弘安老人長期照顧中心（養護型）,陳興成,泰山區,泰山區新北大道6段397號8樓、409號8樓,29018287,養護,32(含插2管16床),103.01,25.0398931,121.4289098
