編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
33,私立,彰化縣私立埔心老人養護中心,謝錦六,埔心鄉,彰化縣埔心鄉舊館村興霖路577號,04-8282932,養護,49(含插2管24床),89.5,23.962649,120.523077
34,私立,彰化縣私立迦南老人長期照顧中心(養護型),張詩麗,埔心鄉,彰化縣埔心鄉南館村四湳路383巷30號,04-8281278,長照,15,101.3,23.937117,120.52091
34,私立,彰化縣私立迦南老人長期照顧中心(養護型),張詩麗,埔心鄉,彰化縣埔心鄉南館村四湳路383巷30號,04-8281278,養護,34,101.3,23.937117,120.52091
35,私立,彰化縣私立好修老人長期照顧中心(養護護型),劉王玉英,埔鹽鄉,彰化縣埔鹽鄉好修村3鄰員鹿路二段170,04-8654888,養護,49,103.02,24.0076989,120.4597257
36,私立,彰化縣私立和煬老人長期照顧中心(養護型),謝志能,埤頭鄉,彰化縣埤頭鄉芙朝村東環路二段320巷36號,04-8921878,養護,48,101.1,23.8733818,120.4671347
37,私立,彰化縣私立松柏老人長期照護中心,金紹文,溪州鄉,彰化縣溪州鄉榮光村政民路287巷51弄5號,04-8795090,長照,48,96.9,23.8203292,120.5756194
38,私立,彰化縣私立新溪湖老人長期照顧中心(養護型),黃淑媛,溪湖鎮,彰化縣溪湖鎮媽厝里湳底路89之38號,04-8821991,養護,31,99.8,23.935782,120.488363
38,私立,彰化縣私立新溪湖老人長期照顧中心(養護型),黃淑媛,溪湖鎮,彰化縣溪湖鎮媽厝里湳底路89之38號,04-8821991,長照,12,99.8,23.935782,120.488363
39,私立,彰化縣私立聖榕園老人長期照顧中心(養護型),莊清?,溪湖鎮,彰化縣溪湖鎮東溪里榕樹路130號,04-8822022,養護,41,97.6,23.9602291,120.5109191
39,私立,彰化縣私立聖榕園老人長期照顧中心(養護型),莊清?,溪湖鎮,彰化縣溪湖鎮東溪里榕樹路130號,04-8822022,長照,3,97.6,23.9602291,120.5109191
40,公立,衛生福利部彰化老人養護中心,譚志皓,彰化市,彰化縣彰化市桃源里虎崗路1號,04-7258131,養護,204,78.7,24.0576063,120.5722514
40,公立,衛生福利部彰化老人養護中心,譚志皓,彰化市,彰化縣彰化市桃源里虎崗路1號,04-7258131,長照,96,78.7,24.0576063,120.5722514
40,公立,衛生福利部彰化老人養護中心,譚志皓,彰化市,彰化縣彰化市桃源里虎崗路1號,04-7258131,失智,60,78.7,24.0576063,120.5722514
41,私立,彰化縣私立鈺燕老人養護中心,王燕珠,彰化市,彰化縣彰化市阿夷里金馬路1段595號2-3樓,04-7276552,養護,22,91.8,24.0972569,120.551336
42,私立,彰化縣私立新仁愛老人養護中心,薛裕仁,彰化市,彰化縣彰化市延平里延平路475巷9號1樓.2樓,04-7119597,養護,10,91.6,24.0622449,120.540386
43,私立,彰化縣私立崇愛老人長期照護中心,陳佩君,彰化市,彰化縣彰化市和平里金馬路3段912號2至5樓,04-7626956、04-7626957,長照,49,90.8,24.073635,120.5311911
44,私立,彰化縣私立彰居老人長期照顧中心(長期照護型),李勝勛,彰化市,彰化縣彰化市成功里民族路178-1號,04-7286828,長照,29,98.5,24.070159,120.539161
45,私立,彰化縣私立吉祥老人養護中心,陳國棟,彰化市,彰化縣彰化市永福里光復路25號2-4樓,04-7299727,養護,49(含插2管24床),89.6,24.0808262,120.5452834
46,私立,彰化縣私立寶祥老人長期照護中心,陳國棟,彰化市,彰化縣彰化市永福里中山路2段605號3樓-2.-3,04-7290005,長照,22,93.3,24.066674,120.538689
47,私立,彰化縣私立群燕老人養護中心,王燕珠,彰化市,彰化縣彰化市平和里林森路157號,04-7610988,養護,28,95.8,24.0726776,120.5260034
47,私立,彰化縣私立群燕老人養護中心,王燕珠,彰化市,彰化縣彰化市平和里林森路157號,04-7610988,長照,7,95.8,24.0726776,120.5260034
48,私立,彰化縣私立全祥老人養護中心,鄭玉珠,彰化市,彰化縣彰化市台鳳里互助一街5巷95號1樓,04-7371619,養護,6,91.11,24.073238,120.602658
48,私立,彰化縣私立全祥老人養護中心,鄭玉珠,彰化市,彰化縣彰化市台鳳里互助一街5巷95號1樓,04-7371619,長照,4,91.11,24.073238,120.602658
49,私立,財團法人臺灣省私立台中仁愛之家附設彰化縣私立慈惠老人養護中心,蔡慶欣,彰化市,彰化縣彰化市中正里中民街100號,04-776668,長照,30,95.3,24.0833695,120.5471049
49,私立,財團法人臺灣省私立台中仁愛之家附設彰化縣私立慈惠老人養護中心,蔡慶欣,彰化市,彰化縣彰化市中正里中民街100號,04-776668,養護,182,95.3,24.0833695,120.5471049
50,私立,彰化縣私立和德老人長期照顧中心(養護型),黃朝吉,彰化市,彰化縣彰化市東芳里永芳路58號,04-7638508,長照,9,102.12,24.0641795,120.5191214
50,私立,彰化縣私立和德老人長期照顧中心(養護型),黃朝吉,彰化市,彰化縣彰化市東芳里永芳路58號,04-7638508,養護,40,102.12,24.0641795,120.5191214
51,私立,彰化縣私立文祥老人長期照顧中心(養護型),吳炳源,福興鄉,彰化縣福興鄉秀厝村秀安二街112巷77號,04-7781015,養護,48,103.12,24.0339443,120.4300771
52,私立,彰化縣私立文開老人長期照顧中心,施壹程,福興鄉,彰化縣福興鄉秀厝村秀安二街112巷75號,04-7781015,長照,30,105.8.18,24.0339063,120.4300708
53,私立,彰化縣私立澄欣老人長期照顧中心,陳佳秀,芳苑鄉,彰化縣芳苑鄉漢寶村漢崙路77巷8號,04-8991047,養護,49,105.8.18,23.9960941,120.3720175
