編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
21,私立,基隆市私立康富老人長期照顧中心（養護型）,余世豪,信義區,基隆市信義區教忠里20鄰教忠街48號1-4樓,02-24669917,養護,48(含插2管15床),99.2,25.1356299,121.7781655
22,私立,基隆市私立尚暉老人長期照顧中心(養護型),林佩儀,信義區,基隆市信義區教忠里21鄰深美街121號1至4樓,02-24663099,養護,44(含插2管20床),102.1,25.1367352,121.7787457
23,私立,基隆市私立春暉老人長期照顧中心(養護型),王振斌,信義區,基隆市信義區教忠里21鄰深美街123號1至4樓,02-24622128,養護,44(含插2管20床),102.1,25.1307097,121.7455932
24,私立,基隆市私立健安老人長期照顧中心(養護型),王南凱,中正區,基隆市信義區德義里5鄰義2路2巷9號、13號3樓,02-24229001,養護,22(含插2管11床),102.4,25.1307097,121.7455932
25,私立,基隆市私立惠安老人養護中心,施連福,信義區,基隆市信義區禮儀里16鄰東明路97號2樓,02-24662899,養護,35(含插2管12床),89.3,25.1276203,121.761461
26,私立,基隆市私立松濤老人長期照顧中心(養護型),呂俍鈺,暖暖區,基隆市暖暖區暖西里17鄰東勢街6之46號4樓,02-24571397,養護,40(含插2管19床),102.1,25.0961037,121.7387062
27,私立,基隆市私立祥瑞老人養護中心,王秋華,暖暖區,基隆市暖暖區碇安里源遠路280巷126號4、5樓,02-24588935,養護,11(含插2管5床),91.1,25.0989835,121.7572002
28,私立,財團法人基隆市私立博愛仁愛之家,張正中,暖暖區,基隆市暖暖區碇內里15鄰源遠路254號,02-24578214,安養,269,66.9,25.0982806,121.7524741
28,私立,財團法人基隆市私立博愛仁愛之家,張正中,暖暖區,基隆市暖暖區碇內里15鄰源遠路254號,02-24578214,養護,48(含2插管24床),66.9,25.0982806,121.7524741
29,私立,基隆市私立百福老人長期照顧中心（養護型）,田治華,七堵區,基隆市七堵區百六街139號1樓,02-24512577,養護,40(含插2管15床),100.11,25.0857995,121.6978349
30,私立,基隆市私立百安老人長期照顧中心（養護型）,陳思宇,七堵區,基隆市七堵區百六街139號2樓,02-24518151,養護,47(含插2管15床),100.11,25.0857995,121.6978349
