編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
29,私立,臺北市私立仁家老人長期照顧中心(養護型),陳?榮,大同區,臺北市大同區延平里001鄰甘州街55號5~6樓,02-25530799,養護,49(含插2管24床),89.05,25.0583933,121.5128951
30,私立,臺北市私立同德老人長期照顧中心(養護型),李佩芡,北投區,臺北市北投區榮華里004鄰明德路306巷1-7樓,02-28281328,養護,41(含插2管20床),101.04,25.11068,121.52133
31,私立,臺北市私立高德老人長期照顧中心(養護型),賴婷媛,北投區,臺北市北投區磺港路156號1~3樓,02-28982418,養護,45(含插2管22床),101.05.22,25.1287207,121.5030233
32,私立,臺北市私立大園老人養護所,李俊卿,中正區,臺北市中正區三愛里001鄰新生南路1段124之3號1~4樓,02-33931661,養護,34(含插2管17床),87.08,25.0375304,121.53247
33,私立,臺北市私立仁泰老人養護所,羅貴珍,中正區,臺北市中正區三愛里001鄰連雲街3號1、3樓、3之4號及三愛里001鄰新生南路1段124之3號5樓,02-33931662,養護,31(含插2管15床),92.08,25.037645,121.5323141
34,私立,臺北市私立柏安老人養護所,黃彥勳,士林區,臺北市士林區蘭雅里 024鄰 中山北路6段290巷52、54號1樓,02-28333536,養護,20(含插2管10床),88.06,25.1087702,121.5274261
35,私立,臺北市私立明德老人長期照顧中心(養護型),吳嬌娥,中正區,臺北市中正區永昌里014鄰詔安街220巷2、4號1樓,02-23090381,養護,20(含插2管10床),89.02,25.0263384,121.5091333
36,私立,臺北市私立上上老人養護所,李惠珍,大安區,臺北市大安區仁慈里009鄰復興南路1段279巷14、16號1樓,02-27032223,養護,15(含插2管7床),87.09,25.0355037,121.5446439
37,私立,臺北市私立展欣老人長期照顧中(養護型),林金榮,內湖區,臺北市內湖區寶湖里012鄰成功路2段233、235號2樓,02-27938677,養護,19(含插2管8床),104.09.14,25.0677204,121.5908846
38,私立,臺北市私立北投老人長期照顧中心(養護型),許雅惠,北投區,臺北市北投區奇岩里027鄰公館路231巷20號1樓,02-28937412,養護,17(含插2管8床),88.09,25.126707,121.5092476
39,私立,臺北市私立湖濱老人長期照顧中心(養護型),葉雲興,內湖區,臺北市內湖區湖濱里010鄰內湖路2段179巷58、60號1樓,02-27933081,養護,18(含插2管9床),89.02,25.082943,121.586813
40,私立,臺北市私立祥家老人養護所,楊貢祖,內湖區,臺北市內湖區湖濱里026鄰內湖路2段253巷1弄1.3號1-2樓,02-27922281,養護,46(含插2管23床),87.1,25.082329,121.5897481
41,私立,臺北市私立仁仁老人長期照顧中心(養護型),王筱璇,松山區,臺北市松山區新聚里003鄰南京東路5段356號2樓,02-27659900,養護,34(含插2管17床),105.08.11,25.0510176,121.5698296
42,私立,臺北市私立賢暉老人長期照顧中心(養護型),蔡玉真,北投區,臺北市北投區永欣里016鄰石牌路2段315巷34弄14、16號1樓,02-28710770,養護,18(含插2管9床),91.05,25.1232816,121.5231314
43,私立,臺北市私立童音老人長期照顧中心(養護型),林淑容,內湖區,臺北市內湖區葫洲里004鄰民權東路6段280巷19弄1、3、5、7號1樓,02-26345131、02-26345132,養護,32(含插2管16床),89.03,25.0714758,121.6049402
43,私立,臺北市私立童音老人長期照顧中心(養護型),林淑容,內湖區,臺北市內湖區葫洲里004鄰民權東路6段280巷19弄1、3、5、7號1樓,02-26345131、02-26345132,長照,5,89.03,25.0714758,121.6049402
44,私立,臺北市私立佑安老人養護所,陳美彥,北投區,臺北市北投區永和里006鄰行義路105號1~2樓,02-28747739,養護,41(含插2管20床),88.09,25.1240896,121.5258133
45,私立,臺北市私立聖心老人養護所,陸秀真,北投區,臺北市北投區稻香里0134稻香路321號1樓,02-28913890,養護,18(含插2管9床),88.08,25.1429013,121.486781
46,私立,臺北市私立銀髮族老人養護所,簡美麗,內湖區,臺北市內湖區成功路2段488號2~5樓、490號2樓、4樓,02-27926006,養護,46(含插2管23床),90.08,25.0681054,121.5906632
47,私立,臺北市私立陽明山老人長期照顧中心(養護型),王學賢,北投區,臺北市北投區湖山里006鄰紗帽路116號,02-28615006,養護,36(含插2管18床),91.01,25.1509129,121.5472149
48,私立,臺北市私立慧光老人養護所,康玉燕,大同區,臺北市大同區星明里 014鄰寧夏路32 號5樓,02-25582275,養護,40(含插2管20床),92.1,25.0559543,121.5151416
49,私立,臺北市私立宏安老人長期照顧中心(養護型),胡禎育,士林區,臺北市士林區重慶北路4段162號1-4樓,02-28968989,養護,33(含插2管16床),88.12,25.084543,121.511942
50,私立,臺北市私立安欣老人長期照顧中心(養護型),汪淑珍,內湖區,臺北市內湖區葫洲里011鄰民權東路6段296巷83、85號1樓,02-26329909,養護,18(含插2管9床),103.07,25.0707751,121.6078677
51,私立,臺北市私立義行老人長期照顧中心(養護型),林萬知,北投區,臺北市北投區永和里001鄰石牌路2段357巷1號4~6樓,02-28767880,養護,49(含插2管24床),88.11,25.123661,121.524866
52,私立,臺北市私立天下知老人養護所,張芳榮,北投區,臺北市北投區關渡里003鄰關渡路62之1號1樓,02-28582701,養護,26(含插2管13床),88.01,25.119662,121.468821
53,私立,臺北市私立康寧老人長期照顧中心(養護型),林溦,大安區,臺北市大安區光信里020鄰仁愛路4段300巷20弄15號2樓、17號2樓,02-27053835,養護,30(含插2管15床),104.06,25.0367051,121.554503
54,私立,臺北市私立健全老人長期照顧中心(養護型),游祥祺 ,大安區,臺北市大安區錦華里001鄰金山南路2段152號2、3、5、6樓,02-23943265~6,養護,38(含插2管19床),105.08.30,25.0280958,121.5259424
54,私立,臺北市私立健全老人長期照顧中心(養護型),游祥祺 ,大安區,臺北市大安區錦華里001鄰金山南路2段152號2、3、5、6樓,02-23943265~6,長照,9,105.08.30,25.0280958,121.5259424
55,私立,臺北市私立松瑞園老人長期照顧中心(養護型),劉台山,中山區,臺北市中山區晴光里013鄰雙城街32巷1號1~3樓,02-25968222,養護,49(含插2管24床),93.08,25.066245,121.5239447
56,私立,臺北市私立尊暉老人長期照顧中心(養護型),任棟平,北投區,臺北市北投區永欣里017鄰石牌路2段343巷17號1~2樓,02-28761997,養護,26(含插2管13床),103.03,25.1231392,121.5246335
57,私立,臺北市私立榮祥老人長期照顧中心(養護型),蔡汶儒,北投區,臺北市北投區文林里019鄰文林北路166巷5弄2號1~2樓、4號1樓,02-28213709,養護,34(含插2管17床),88.09,25.107155,121.516262
58,私立,臺北市私立嘉恩老人長期照顧中心(養護型),高永琴,大安區,臺北市大安區黎孝里008鄰安居街27號4、6樓及29號4、5樓,02-27371330,養護,43(含插2管21床),88.06,25.0205622,121.5546301
59,私立,臺北市私立松青園老人養護所,李秋龍,中山區,臺北市中山區民安里021鄰民生西路30號2樓、2樓之1~4,02-25119695、02-25110903,養護,29(含插2管14床),89.02,25.0576741,121.52181
60,私立,臺北市私立怡靜老人長期照顧中心(養護型),林家弘,北投區,臺北市北投區吉利里002鄰致遠二路96巷3弄1、3號1樓,02-28200437,養護,23(含插2管11床),104.04,25.1168888,121.5128094
61,私立,臺北市私立恩典之家老人長期照顧中心(養護型),李政勳,中山區,臺北市中山區集英里006鄰中山北路2段96巷19號3樓,02-25365888,養護,27(含插2管13床),93.07,25.0598972,121.5219218
62,私立,臺北市私立貴族老人長期照顧中心(養護型),桑予群,北投區,臺北市北投區大同里013鄰大業路452巷2號2~5樓,02-28965555,養護,42(含插2管21床),94.12,25.1336416,121.4953838
63,私立,臺北市私立晉安老人長期照顧中心(養護型),吳世均,大同區,臺北市大同區至聖里032鄰重慶北路3段175、177號1~4樓,02-25982301、02-25982401,養護,49(含插2管24床),96.11,25.0690919,121.513997
64,私立,臺北市私立建興老人長期照顧中心(養護型),黃政義,大同區,臺北市大同區延平里001鄰甘州街55號2樓,02-25520199,養護,31(含插2管15床),94.04,25.0599599,121.5128639
65,私立,臺北市私立全民老人長期照顧中心(養護型),陳麗瑛,北投區,臺北市北投區永欣里013鄰石牌路2段317號1~2樓,02-28711625、02-28316666,養護,24(含插2管12床),88.06,25.1218157,121.5233206
66,私立,臺北市私立倚青園老人長期照顧中心(養護型),郭梅玉,北投區,臺北市北投區永明里008鄰義理街63巷4弄7、11之1~3號1樓,02-28283533,養護,31(含插2管15床),89.02,25.1180859,121.5152459
67,私立,臺北市私立慈安老人長期照顧中心(養護型),蔡淑芬,文山區,臺北市文山區萬有里001鄰興隆路1段2、4號1~4樓,02-29337745,養護,47(含插2管23床),87.08,25.0011947,121.5422218
68,私立,臺北市私立博愛老人長期照顧中心(養護型),李美華,中正區,臺北市中正區富水里001鄰汀州路3段56號2樓,02-23671050、02-23671819,養護,41(含插2管20床),89.04,25.015778,121.530931
69,私立,臺北市私立建民老人長期照顧中心(養護型),曹寧,北投區,臺北市北投區文林里019鄰建民路22、24、26、26之1號1樓,02-28250799,養護,34(含插2管17床),88.1,25.10747,121.5164847
70,私立,臺北市私立華安老人長期照護中心,葉錦珠,大安區,臺北市大安區華聲里007鄰光復南路116巷1、3、5號5樓及3號6樓,02-27717172轉60061、60071,長照,20,102.11,25.0431041,121.5568209
71,私立,臺北市私立福安老人長期照顧中心(養護型),顧致德,南港區,臺北市南港區萬福里 007鄰 玉成街140巷21、23號2樓,02-27850598,養護,20(含插2管10床),88.01,25.043969,121.582763
72,私立,臺北市私立仁群老人養護所,朱偉仁,中山區,臺北市中山區下埤里019鄰民族東路512巷14號1~2樓、16號2樓,02-25013369,養護,48(含插2管24床),88.11,25.0673077,121.5418882
73,私立,臺北市私立群仁老人養護所,朱偉仁,中山區,臺北市中山區下埤里019鄰民族東路512巷14號3~5樓,02-25010048,養護,42(含插2管21床),95.04,25.067629,121.542198
74,私立,臺北市私立新常安老人長期照顧中心(養護型),龍建旭,大安區,臺北市大安區黎孝里006鄰安居街46巷14號1~3樓及芳和里 013鄰 和平東路3段228巷39號2樓,02-23775448,養護,39(含插2管19床),105.12.26,25.0431041,121.5568209
75,私立,臺北市私立台大老人長期照顧中心(養護型),鄭淑卿,松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓之1,02-25792816,養護,24(含插2管12床),89.12,25.0469382,121.5493214
76,私立,臺北市私立松湛園老人養護所,李秋龍,中山區,臺北市中山區聚盛里003鄰錦州街4巷1號2樓、2樓之1,02-25652281,養護,37(含插2管18床),93.05,25.0599388,121.5235869
77,私立,臺北市私立長泰老人長期照顧中心(養護型),何素娥,信義區,臺北市信義區雙和里011鄰吳興街284巷18弄4號1樓,02-27372007,養護,9(含插2管4床),105.09.02,25.024663,121.563504
78,私立,臺北市私立祇福老人養護所,黃潮琴,士林區,臺北市士林區三玉里016鄰忠誠路2段10巷11、13號1~2樓,02-28317713,養護,39(含插2管19床),89.11,25.1088495,121.5293505
79,私立,臺北市私立一心老人長期照顧中心(養護型),林哲弘,中正區,臺北市中正區梅花里009鄰紹興北街31巷19號1~3樓,02-33932043,養護,41(含插2管20床),88.1,25.0451394,121.5255991
80,私立,臺北市私立群英老人長期照顧中心(養護型),鄭淑芬,松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓,02-25791400,養護,24(含插2管12床),93.06,25.0469382,121.5493214
81,私立,臺北市私立行義老人長期照顧中心(養護型),林萬知,北投區,臺北市北投區永和里001鄰石牌路2段357巷1號1~3樓,02-28729599,養護,49(含插2管24床),95.09,25.123661,121.524866
82,私立,臺北市私立福全老人養護所,林盛文,中山區,臺北市中山區新福里004鄰松江路374、380、382號4樓,02-25982507,養護,28(含插2管14床),96.02,25.0631437,121.5329543
83,私立,臺北市私立全家老人長期照顧中心(養護型),陳立德,北投區,臺北市北投區永和里007鄰行義路96巷1號1~2樓,02-28761692,養護,29(含插2管14床),90.04,25.12668,121.528857
84,私立,臺北市私立長樂老人長期照顧中心(養護型),林哲弘,中正區,臺北市中正區梅花里009鄰紹興北街31巷23號1~3樓,02-33932045,養護,40(含插2管20床),105.05.20,25.0451394,121.5255991
85,私立,臺北市私立天恩老人長期照顧中心(養護型),薛?娥,大安區,臺北市大安區龍門里008鄰新生南路3段7-4號、9-4號、9-5號,02-23620457、02-23634382,養護,48(含插2管24床),89.05,25.0253239,121.535
86,私立,臺北市私立中山老人長期照顧中心(養護型),趙芬蘭,萬華區,臺北市萬華區菜園里001鄰峨眉街124號、124之1號1樓,02-23759590,養護,26(含插2管13床),105.08.02,25.044603,121.502036
87,私立,臺北市私立安立老人長期照顧中心(養護型),吳麗雪,北投區,臺北市北投區石牌里008鄰致遠一路1段124巷23號1~2樓,02-28208277,養護,15(含插2管7床),89.02,25.1103807,121.5157497
88,私立,臺北市私立瑞安老人長期照顧中(養護型),董曉璇,內湖區,臺北市內湖區紫陽里002鄰成功路3段88、90、92號2樓、76巷9號2樓,02-27925292,養護,33(含插2管16床),104.07.24,25.0787007,121.5892284
89,私立,臺北市私立慧華老人長期照顧中心(養護型),王輝鴻,文山區,臺北市文山區興隆路2段154巷11號1樓,02-29356272,養護,30(含插2管15床),102.03,25.0008799,121.5516605
90,私立,臺北市私立建順老人長期照顧中心(養護型),黃政義,大同區,臺北市大同區延平里001鄰甘州街55號3樓,02-25520199,養護,30(含插2管15床),88.12,25.059955,121.512877
91,私立,臺北市私立永安老人養護所,莊增瀧,大同區,臺北市大同區老師里008鄰重慶北路3段284號2~4樓、286號1~4樓,02-25980197,養護,49(含插2管24床),89.07,25.0740725,121.5134044
92,私立,臺北市私立心慈老人養護所,黃林秋紅,文山區,臺北市文山區興業里022鄰辛亥路5段120-1號1~4樓,02-29314730,養護,22(含插2管11床),92.04,24.997484,121.5521388
93,私立,臺北市私立蓮馨老人長期照顧中心(養護型),王淑琴,文山區,臺北市文山區萬和街6號8樓,02-82300373,養護,29(含插2管14床),103.02,25.0019455,121.5673877
94,私立,臺北市私立永青老人養護暨長期照護中心,李沛諭,士林區,臺北市士林區天壽里003鄰中山北路6段427巷8號1~4樓,02-28761908,養護,18(含插2管9床),92.09,25.1142467,121.5265191
94,私立,臺北市私立永青老人養護暨長期照護中心,李沛諭,士林區,臺北市士林區天壽里003鄰中山北路6段427巷8號1~4樓,02-28761908,長照,13,92.09,25.1142467,121.5265191
95,私立,臺北市私立倚青苑老人養護所,郭梅玉,信義區,臺北市信義區永春里002鄰中坡北路21號1~2樓、23號2樓,02-27477232,養護,28(含插2管14床),89.06,25.044336,121.580786
96,私立,臺北市私立祥暉老人養護所,吳茂仁,北投區,臺北市北投區永欣里014鄰石牌路2段315巷16弄2、2-1號1樓,02-28710793,養護,24(含插2管12床),88.11,25.1227796,121.5221762
97,私立,臺北市私立榮健老人養護所,林慶松,北投區,臺北市北投區建民里016鄰文林北路94巷5弄13號1~2樓、15號2樓,02-28216113,養護,46(含插2管23床),88.12,25.1056999,121.5188619
98,私立,臺北市私立法泉老人長期照顧中心(養護型),陳慧紅,中山區,臺北市中山區朱崙里012鄰八德路2段251號2樓,02-87731706,養護,39(含插2管19床),88.11,25.0470186,121.5410962
99,私立,臺北市私立慧誠老人長期照顧中心(養護型),劉昱光,文山區,臺北市文山區木柵里025鄰木柵路2段163、165號1~5樓,02-29392222,養護,48(含插2管24床),102.12,24.9892432,121.5631755
100,私立,臺北市私立康庭老人養護所,黃美祺,信義區,臺北市信義區安康里017鄰信義路6段15巷16號1樓,02-23460684,養護,29(含插2管14床),88.07,25.0352608,121.5752978
101,私立,臺北市私立台欣老人長期照顧中心(養護型),沈朝伍,大同區,臺北市大同區國順里008鄰延平北路3段4號2樓,02-25860098,養護,47(含插2管23床),89.11,25.0665291,121.5104167
102,私立,臺北市私立崇順老人養護所,鍾秋月,北投區,臺北市北投區關渡里013鄰知行路54號1~2樓,02-28581979,養護,27(含插2管13床),88.09,25.1180269,121.465318
103,私立,臺北市私立葉爸爸老人養護所,葉榮貴,萬華區,臺北市萬華區錦德里012鄰西園路2段243之14號1~4樓,02-23329985,養護,31(含插2管15床),89.01,25.0262689,121.4933374
104,私立,臺北市私立葉媽媽老人養護所,葉許末江,萬華區,臺北市萬華區錦德里012鄰西園路2段243之13號1~4樓,02-23329986,養護,30(含插2管15床),93.03,25.0262779,121.4933467
105,私立,臺北市私立康壯老人長期照顧中心(養護型),李碧欗,松山區,臺北市松山區吉祥里001鄰八德路4段203、205號1、2樓,02-27686697,養護,49(含插2管24床),103.05,25.0489924,121.5640906
106,私立,臺北市私立德寶老人養護所,張麗美,大同區,臺北市大同區建明里002鄰長安西路78巷4弄11號1~4樓,02-25522062,養護,28(含插2管14床),89.06,25.0499346,121.519149
107,私立,臺北市私立萬芳老人長期照顧中心(養護型),陳松胤,文山區,臺北市文山區萬和街8號3樓,02-22303000,養護,48(含插2管24床),105.01,25.0019877,121.5675898
108,私立,臺北市私立賢喜老人長期照顧中心(養護型),林佩樺,中山區,臺北市中山區松江路374、380、382號7樓,02-25919087,養護,23(含插2管11床),105.03,25.0631437,121.5329543
109,私立,臺北市私立天玉老人長期照顧中心(長期照護型),林海珠,士林區,臺北市士林區天玉街38巷18弄18號1-6樓,02-22673230,長照,39,105.04.12,25.1200708,121.5303437
