編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
16,私立,屏東縣私立嘉鴻老人長期照顧中心(養護型),洪寶鳳,屏東市,明正里開封街5號,08-7371446,養護,29(含插2管12床),90.12,22.6760153,120.4908142
17,私立,屏東縣私立宗佑老人長期照顧中心（養護型）,周麗敏,屏東市,瑞光里香揚巷1-17號,08-7230899,養護,14,98.11,22.6639999,120.5091816
18,私立,屏東縣私立頭前溪老人養護中心,尤釋櫻,屏東市,萬年里建國路405巷5號,08-7552777、08-7519182,養護,28(含插2管12床),92.09,22.6511856,120.4620509
19,私立,屏東縣私立社皮老人長期照顧中心,陳忠和,萬丹鄉,社中村大功路161號,08-7071919,養護,38(含插2管18床),96.11,22.6215205,120.4730616
20,私立,屏東縣私立順心老人長期照顧中心（養護型）,陳正平,萬丹鄉,香社村中興路1段285巷31號,08-7771359,養護,42(含插2管20床),97.1,22.5637259,120.4735829
21,私立,屏東縣私立順仁老人養護中心,陳正平,萬丹鄉,香社村香社路138號,08-7775656,養護,46(含插2管20床),92.06,22.5673996,120.4733908
22,私立,屏東縣私立普昇老人長期照顧中心（養護型）,王宏虞,九如鄉,洽興村平和路145號,08-7751947,養護,36(含插2管18床),105.7.26,22.7621097,120.4990629
23,私立,屏東縣私立慈德老人養護之家,李明耀,九如鄉,三塊村三多路286巷65之3號,08-7752821、08-7757820,養護,49(含插2管15床),91.08,22.753856,120.482944
24,私立,屏東縣私立佳南老人長期照顧中心(養護型),杜王秀珍,內埔鄉,中林村中林路48號,08-7705568,養護,48(含插2管15床),91.07,22.643263,120.596159
25,私立,屏東縣私立青山老人長期照顧中心(養護型),廖士昌,內埔鄉,東勢村大同路3段134之2號,08-7784928,養護,43(含插2管21床),90.03,22.640107,120.576772
26,私立,屏東縣私立慈航老人長期照顧中心（養護型）,楊玉琴,內埔鄉,建興村8鄰建興路218巷3號,08-7707191,養護,45(含插2管18床),91.05,22.6660221,120.5693525
27,私立,屏東縣私立慈仁老人長期照顧機構（養護型）,楊玉琴,內埔鄉,建興村建興路218巷5號,08-7707191,養護,45(含插2管12床),99.08,22.6660221,120.5693525
28,私立,屏東縣私立慈愛老人長期照顧中心(養護型),葉新民,內埔鄉,黎明村黎東路40巷29號,08-7708105、08-7705952,養護,28(含插2管12床),96.12,22.6892456,120.6082745
29,私立,屏東縣私立宏泰老人養護中心,馬世法,內埔鄉,龍泉村五鄰新生路592巷1號,08-7701874,養護,49(含插2管24床),91.06,22.6522463,120.5751865
30,私立,屏東縣私立百齡老人養護中心,胡秋玉,內埔鄉,龍潭村昭勝路546-60號,08-7702261,養護,36(含插2管18床),96.07,22.6799193,120.6012961
31,私立,屏東縣私立無量壽老人養護中心,林美淳,竹田鄉,二崙村忠義路7號,08-7711751-3,養護,49(含插2管15床),91.01.,22.589083,120.552749
32,私立,屏東縣私立新吉祥老人養護中心,蔡瑞銘,竹田鄉,大湖鄉大湖村大新路66號,08-7807183、08-7807193,養護,49(含插2管15床),93.11,22.587276,120.518188
33,私立,屏東縣私立三地門老人長期照顧中心（養護型）,林玉英,三地門鄉,三地村5鄰中正路2段77巷23號,08-7993477,養護,30(含插2管18床),99.01,22.7160417,120.6515074
34,私立,屏東縣私立博仁老人養護中心,吳源杉,佳冬鄉,佳冬村民生路48號,08-8670938,養護,49(含插2管15床),93.11,22.415483,120.5536098
35,私立,屏東縣私立新博愛老人養護中心,吳瑞娟,佳冬鄉,佳冬村民生路50號,08-8670938,養護,49(含插2管15床),93.11,22.4156044,120.5536428
36,私立,屏東縣私立佑康老人長期照顧中心（養護型）,黃耀德,東港鎮,船頭里24之51附11,08-8325859,養護,49(含插2管24床),93.05,22.4626446,120.4613342
37,私立,屏東縣私立松柏老人長期照顧中心（養護型）,李瑞森,東港鎮,船頭里水源路239號,08-8356658,養護,48(含插2管24床),101.06,22.4656923,120.4580469
38,私立,屏東縣私立佑生老人長期照顧中心,黃耀德,東港鎮,船頭里船頭路75之10號,08-8335588、 08-8339758,長照,49(含插2管15床),99.11,22.460527,120.4695427
38,私立,屏東縣私立佑生老人長期照顧中心,黃耀德,東港鎮,船頭里船頭路75之10號,08-8335588、 08-8339758,養護,49(含插2管15床),99.11,22.460527,120.4695427
39,私立,屏東縣私立崑泰老人長期照顧中心(養護型),吳瑞哲,崁頂鄉,北勢村17鄰中正路836號,08-8635667,養護,49(含插2管15床),102.09,22.5153296,120.5142412
40,私立,屏東縣私立真愛老人長期照顧機構(養護型),廖蕙鈴,崁頂鄉,崁頂村後壁路62號,08-8633798,長照,20,97.02,22.5207754,120.5123541
40,私立,屏東縣私立真愛老人長期照顧機構(養護型),廖蕙鈴,崁頂鄉,崁頂村後壁路62號,08-8633798,養護,26,97.02,22.5207754,120.5123541
41,私立,屏東縣私立崁農老人長期照顧中心（養護型）,吳明樹,崁頂鄉,崁頂村興農路35-1號,08-8634318、 08-8634328,養護,49(含插2管10床),97.07,22.5132859,120.510482
42,私立,屏東縣私立聖恩老人養護中心(養護型),蘇鴻鐘,高樹鄉,田子村勝利路136號,08-7960577、08-7961072,養護,24(含插2管10床),89.07,22.8045657,120.5790294
43,私立,屏東縣私立信愛老人養護中心,陳玉雪,高樹鄉,高樹村慈新路一段70之8號,08-7966110,養護,49,91.06,22.819139,120.600661
44,私立,屏東縣私立宜安老人養護中心,潘美容,新埤鄉,萬隆村萬安路10-1號,08-7870515,養護,49(含插2管14床),95.07,22.504674,120.572025
45,私立,屏東縣私立宜家老人長期照顧中心（養護型）,陳金雄,新埤鄉,萬隆村萬安路10之2號,08-7870515,養護,47(含插2管14床),90.09,22.504674,120.572025
46,私立,屏東縣私立經立老人養護中心,陳美卿,新埤鄉,萬隆村萬安路68之20號,08-7870052、08-7870562,養護,49(含插2管14床),89.07,22.5041058,120.5727627
47,私立,屏東縣私立永慈老人養護中心,陳恆男,新園鄉,鹽埔村義仁路213號,08-8332213,養護,49(含插2管21床),92.08,22.4850663,120.4376386
48,私立,屏東縣私立安宮老人長期照顧中心（養護型）,劉桂君,新園鄉,鹽埔村義仁路396號,08-8311055 ,養護,48,99.03,22.4850663,120.4376386
49,私立,屏東縣私立昱秀老人養護中心,劉秀美,新園鄉,鹽埔村義仁路398號,08-8311055,養護,49(含插2管14床),95.01,22.4850663,120.4376386
50,私立,屏東縣私立靜園老人長期照顧中心(養護型),吳俊緯,萬巒鄉,硫黃村光復路37之8號,08-7810205,養護,48(含插2管18床),100.1,22.5812674,120.580447
51,私立,屏東縣私立長生老人長期照顧中心（養護型）,陳玉枝,潮州鎮,彭城里永樂路78號,08-7806815 ,養護,40(含插2管19床),90.03,22.5390048,120.5527893
52,私立,屏東縣私立慈恩老人長期照顧中心（養護型）,林彩吟,鹽埔鄉,洛陽村七份路10-20號,08-7032247,養護,32(含插2管15床),98.07,22.7381693,120.5241916
53,私立,屏東縣私立柏愛老人養護中心,涂志宗,鹽埔鄉,新二村大仁東街10巷13-9號,08-7626700,養護,36(含插2管10床),97.1,22.7254951,120.5404349
54,私立,屏東縣私立長春園老人長期照顧中心(養護型) ,何明俊,高樹鄉,舊庄村慈新路2段50號,08-7962999,養護, 49床(2管20床),103.7.17,22.8019278,120.5936575
55,私立,屏東縣私立新安老人長期照顧中心(養護型) ,黃玉嬌,新埤鄉,新埤村中正路96號,08-7973737,養護, 48床(2管20床),103.7.28,22.470008,120.5470539
56,私立,屏東縣私立托媞園老人長期照顧中心(養護型),許兆嘉,長治鄉,崙上村崑崙路179-6~7號,08-7620407,養護,49(含2管15床),103.9.26,22.690228,120.53322
57,私立,屏東縣私立田園老人長期照顧中心(養護型),林展鵬,竹田鄉,六巷村太平路70巷20號,08-7781140、08-7781141,養護,49床(2管24床),103.11.20,22.608218,120.523054
58,私立,屏東縣私立怡康園老人長期照顧中心(養護型),吳忠翰,潮州鎮,四春里潮義路430之22號,08-7811518,養護,46床(2管18床),103.12.8,22.546303,120.579867
59,私立,屏東縣私立大佳老人長期照顧中心(養護型),汪宗佑,屏東市,北興里21鄰公裕街286號,08-7665669,養護,41床(2管20床),104.2.16,22.6911641,120.4930162
