編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
34,私立,桃園市私立祥安老人長期照顧中心（養護型）,黃日華,龜山區,龜山區文化三路78巷30弄26號,03-3975862,安養,6,89.04,25.0582269,121.3613879
34,私立,桃園市私立祥安老人長期照顧中心（養護型）,黃日華,龜山區,龜山區文化三路78巷30弄26號,03-3975862,養護,40(含插2管15床),89.04,25.0582269,121.3613879
35,私立,桃園市私立慈慧老人長期照顧中心（養護型）,王培墻,龜山區,龜山區萬壽路二段345號,03-3194922,養護,23(含插2管10床),89.06,25.0012129,121.356368
36,私立,桃園市私立愈健老人長期照顧中心(養護型),陳敬吾,龜山區,龜山區大湖里文三三街5巷5號,03-3181946,養護       , 49(含插2管18床)          ,90.09,25.0554078,121.3605563
37,私立,桃園市私立吳木同老人長期照顧中心（養護型）,吳忠和,龜山區,龜山區大坑里17鄰陳厝坑路395號,03-3161021,養護,49(含插2管24床),91.07,25.0601195,121.3419896
38,私立,桃園市私立松林老人長期照顧中心（長期照護型）,黃興富,龜山區,龜山區復興北路6巷42號,03-3288001 03-3288158,長照,46,93.04,25.0586786,121.367863
39,私立,桃園市私立友緣老人長期照顧中心（養護型）,陳彥榕,龜山區,龜山區萬壽路2段345號3樓,03-3195969,養護,39(含插2管16床),97.09,25.0012129,121.356368
40,私立,桃園市私立真愛老人長期照顧中心（養護型）,許亨任,龜山區,龜山區萬壽路一段163號3樓之1、之2,02-82000148,養護,32(含插2管15床),98.04,25.0182413,121.4071035
41,私立,桃園市私立恩典長期照顧中心（養護型）,李政勳,龜山區,"龜山區萬壽路二段956號2,3樓",03-3498111,養護,40(含插2管20床),101.12,24.9956831,121.3377945
42,私立,財團法人桃園市私立怡德養護中心(養護型),林建志,龍潭區,龍潭區中正路三林段619巷105號(1-4F、B1),03-4092468,養護,142,93.1,24.8528638,121.2234537
42,私立,財團法人桃園市私立怡德養護中心(養護型),林建志,龍潭區,龍潭區中正路三林段619巷105號(1-4F、B1),03-4092468,長照,58,93.1,24.8528638,121.2234537
43,私立,桃園市私立佳心老人長期照顧中心(養護型),麥樹妹,龍潭區,龍潭區中興路211巷30號(1-3F),03-4995577,安養,5,88.11,24.8741947,121.2359024
43,私立,桃園市私立佳心老人長期照顧中心(養護型),麥樹妹,龍潭區,龍潭區中興路211巷30號(1-3F),03-4995577,養護,29,88.11,24.8741947,121.2359024
43,私立,桃園市私立佳心老人長期照顧中心(養護型),麥樹妹,龍潭區,龍潭區中興路211巷30號(1-3F),03-4995577,長照,8,88.11,24.8741947,121.2359024
44,私立,桃園市私立厚德老人長期照顧中心(養護型),謝孟君,龍潭區,龍潭區高原里高原路239號(1-2F),03-4718866,養護      ,49(含插2管23床) ,104.09,24.832915,121.201394
45,私立,桃園市私立龍祥老人長期照顧中心(長期照護型),賴庭槐,龍潭區,龍潭區高平里高楊南路97-1號1F,03-4719302,長照,42,100.12,24.8367321,121.21123
46,私立,桃園市私立慈航老人長期照顧中心(養護型),翁廷升,龍潭區,龍潭區富林里中正路三林段619巷3號(1-2F),03-4097532,養護 ,23,92.02,24.8496296,121.2291001
46,私立,桃園市私立慈航老人長期照顧中心(養護型),翁廷升,龍潭區,龍潭區富林里中正路三林段619巷3號(1-2F),03-4097532,長照,20,92.02,24.8496296,121.2291001
47,私立,桃園市私立庭園老人長期照顧中心（養護型）,劉豈賓,龍潭區,龍潭區南龍路42號1F,03-4991812,養護,24,97.03,24.864325,121.212811
47,私立,桃園市私立庭園老人長期照顧中心（養護型）,劉豈賓,龍潭區,龍潭區南龍路42號1F,03-4991812,長照,12,97.03,24.864325,121.212811
48,私立,財團法人桃園市私立佳安老人長期照顧中心(養護型),吳有成,龍潭區,龍潭區佳安西路4巷101號(1-6F),03-4111111,養護,124(含插2管49床),101.02,24.8381179,121.237204
49,私立,桃園市私立慈園老人長期照顧中心(養護型),黃翊慈,龍潭區,龍潭區武中路558號,03-4700766,養護,43(含插2管15床),102.05,24.8845359,121.2372898
50,私立,桃園市私立欣園老人長期照顧中心(養護型),李富森,龍潭區,新屋區頭洲里梅高路三段八號1F-2F,03-4207286,養護,31(含插2管14床),97.01,24.9517313,121.1485623
51,私立,桃園市私立龍德老人長期照顧中心（養護型）,林淑虹,新屋區,新屋區三民路265巷68號1F,03-4970361,養護,46(含插2管22床),98.04,24.966707,121.104508
52,私立,桃園市私立祐康老人長期照顧中心(養護型),吳林美妹,新屋區,新屋區文化路一段823巷29號1F,03-4768663,養護,49(含插2管24床),105.11.21,24.9564162,121.0123162
53,私立,桃園市私立富佑老人長期照顧中心(養護型),鄭玉蓮,新屋區,楊梅區富豐南路418號,03-4721972,養護,49(含插管15床),103.02,24.9312603,121.0777953
54,私立,桃園市私立眾生老人長期照顧中心(養護型),徐芬,大溪區,大溪區福安里28鄰三層91之2號1-4樓,03-3887167,養護,49(含插管24床),103.06,24.8600226,121.2954971
55,私立,桃園市私立宜家老人長期照顧中心(養護型),陳芷晴,桃園區,桃園區經國路242號2樓,03-3568881,養護,49(含插管24床),104.12,25.020557,121.304002
56,私立,桃園市私立愛心老人長期照顧中心(養護型),鍾朝麟,龍潭區,龍潭區龍元路45號1樓,03-4990650,養護,22(含插管11床),104.11,24.8643169,121.212755
57,私立,桃園市私立吉安老人長期照顧中心(養護型),趙玉華,桃園區,桃園區朝陽街二段26、28號,03-3345631,養護,34(含插管17床),103.08,24.9915917,121.3157342
58,私立,桃園市私立馨禾老人長期照顧中心（養護型）,儲喻如,蘆竹區,蘆竹區文中路一段108號,03-3782533,養護,49(含插管24床),103.01,24.991687,121.268752
59,私立,桃園市私立真愛華園老人長期照顧中心(養護型),許淳雅,中壢區,中壢區新生路65號6樓之2,03-4258367,養護,42(含插管21床),103.11,24.95869,121.222362
60,私立,桃園市私立雲鵬老人長期照顧中心(養護型),李鈺堂,楊梅區,楊梅區中山北路一段319號,03-4881300,養護,49(含插管24床),104.04,24.9082424,121.1562033
61,私立,桃園市私立大溪老人長期照顧中心(養護型),王鐶潤,大溪區,大溪區慈湖路85號4樓,03-3870119,養護,43(含插管21床),104.09,24.8824073,121.2889883
62,私立,桃園市私立恩澤老人長期照顧中心(養護型),李靜怡,桃園區,桃園區中央街26號1樓,03-3333636,養護,41(含插管20床),104.11,24.9958118,121.3176013
63,私立,財團法人天下為公社會福利基金會附設桃園市私立龍潭老人長期照顧中心(養護型),胡世賢,龍潭區,龍潭區高原里8鄰南坑路3-5號1-4樓,03-4116889,養護,143(含插管71床),105.07,24.8295096,121.19269
64,私立,桃園市私立宥恩老人長期照顧中心(養護型),陳勝烽,龜山區,龜山區萬壽路2段345號3樓,03-3195981,養護,31(含插管15床),105.1,25.0012129,121.356368
65,私立,桃園市私立陽光空氣水老人長期照顧中心(養護型),盧國裕,桃園區,桃園區中正路720之7號8樓,03-3588966,養護,48(含插管23床),105.12.6,25.0080033,121.3029707
