編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
112,私立,高雄市私立新禾康養護之家,康橘,楠梓,高雄市楠梓區惠民路210號1樓,07-3644351,養護,32(含插2管12床),96.12,22.7238959,120.2958907
113,私立,高雄市私立健安老人養護中心,許怡婷,楠梓,高雄市楠梓區裕昌里東昌街17號1樓,07-3012490,養護,47(含插2管15床),93.07,22.7201735,120.2902656
114,私立,高雄市私立新健安老人養護中心,許怡婷,楠梓,高雄市楠梓區裕昌里東昌街19號1樓,07-3012490,長照,4,93.07,22.7202525,120.2901854
114,私立,高雄市私立新健安老人養護中心,許怡婷,楠梓,高雄市楠梓區裕昌里東昌街19號1樓,07-3012490,養護,43(含插2管15床),93.07,22.7202525,120.2901854
115,私立,高雄市私立濟德老人養護中心,楊芙媄,楠梓,高雄市楠梓區德民路797號1樓,07-3011383,養護,47(含插2管20床),93.02,22.7214749,120.2929695
116,私立,高雄市私立永新老人養護中心,曾詠幃,路竹,高雄市路竹區中華路436號1樓,07-6961085,養護,48(含插2管24床),104.03,22.8510278,120.2490105
117,私立,高雄市私立快樂家園老人長期照顧中心（養護型）,趙幗俊,路竹,高雄市路竹區竹南里竹南街93號1樓,07-6960460,養護,46(含插2管23床),97.11,22.8531488,120.2597044
118,私立,財團法人高雄市私立聖和社會福利慈善事業基金會附設高雄市私立聖和老人長期照顧中心（養護型）,林錫祉,路竹,高雄市路竹區鴨寮里保民路99巷36號1-2樓,07-6071466,養護,200,99.04,22.844514,120.270504
119,私立,高雄市私立文宗老人長期照顧中心（養護型）,宋文文,鼓山,高雄市鼓山區文忠路123號1-2樓,07-5530506,養護,42(含插2管17床),100.08,22.6651137,120.2986576
120,私立,高雄市私立九如老人長期照顧中心（養護型）,許展鴻,鼓山,高雄市鼓山區光榮里九如四路1034號1-6樓,07-5215820,養護,45(含插2管15床),99.06,22.655879,120.279365
121,私立,高雄市私立良安老人養護中心,許怡瑄,鼓山,高雄市鼓山區前峰里永德街141號2樓,07-5857740,養護,42(含插2管15床),95.09,22.6672816,120.2836382
122,私立,高雄市私立永安老人長期照顧中心(養護型),許展鴻,鼓山,高雄市鼓山區前峰里永德街143號1樓,07-5857740,養護,45(含插2管20床),97.11,22.6672118,120.283684
123,私立,高雄市私立榮恩老人長期照顧中心(養護型),羅孫大英,鼓山,高雄市鼓山區前峰里葆禎路161號,07-5818501,養護,31(含插2管10床),96.12,22.662011,120.2828172
124,私立,高雄市私立欣榮總養護中心,阮福成,鼓山,高雄市鼓山區前峰里葆禎路163號,07-5818501,養護,44(含插2管10床),95.08,22.661862,120.282647
125,私立,高雄市私立孝星老人養護中心,吳靜惠,鼓山,高雄市鼓山區建國里鼓山三路108巷18號,07-5814818,養護,32(含插2管15床),93.12,22.6579143,120.2764223
126,私立,高雄市私立華榮養護中心,郭月珠,鼓山,高雄市鼓山區裕興里華榮路610號,07-5535111,養護,49(含插2管22床),88.03,22.6710203,120.2926426
127,私立,高雄市私立冠安老人養護中心,李宏德,鼓山,高雄市鼓山區龍水里美術北三路260號,07-5523031,養護,49(含插2管24床),96.02,22.6636329,120.286943
128,私立,高雄市私立高安老人長期照顧中心(養護型),李宏德,鼓山,高雄市鼓山區龍水里美術北三路262號,07-5523201,養護,28(含插2管12床),97.03,22.663657,120.2869062
129,私立,高雄市私立鴻安老人養護中心,許雲峰,鼓山,高雄市鼓山區龍水里美術館路75號,07-5557896,長照,5,93.1,22.6546272,120.290912
129,私立,高雄市私立鴻安老人養護中心,許雲峰,鼓山,高雄市鼓山區龍水里美術館路75號,07-5557896,養護,44(含插2管22床),93.1,22.6546272,120.290912
130,私立,高雄市私立仁心老人長期照顧中心(養護型),陳惠珍,鼓山,高雄市鼓山區九如四路637號1樓,07-5336363,養護,48(含插2管20床),105.02,22.6486038,120.2788827
131,私立,高雄市私立新仁心老人長期照顧中心(養護型),陳盈好,鼓山,高雄市鼓山區九如四路637號2樓,07-5336363,養護,48(含插2管20床),105.02,22.6486038,120.2788827
132,私立,高雄市私立慈心老人養護中心,張鈴柱,旗山,高雄市旗山區旗甲路1段215巷21號1-2樓,07-6613077,養護,40(含插2管15床),90.1,22.9044451,120.481782
133,私立,財團法人高雄市私立合信興老人養護中心,謝甲任,旗山,高雄市旗山區旗南三路112之2號1-4樓,07-6661236,養護,81(含插2管24床),94.03,22.828032,120.462129
134,私立,高雄市私立永虹老人養護中心,陳寶秀,鳳山,高雄市鳳山區三民路94號1-3樓,07-7903066,養護,29(含插2管14床),91.07,22.622676,120.361839
135,私立,高雄市私立愛家輩老人長期照顧中心(養護型),謝德賢,鳳山,高雄市鳳山區中山西路127號1、2樓,07-7479992,養護,38(含插2管19床),103.11,22.6270821,120.3516844
136,私立,高雄市私立亞禾老人養護中心,黃奎富,鳳山,高雄市鳳山區中山東路251號1-3樓,07-7021000,養護,49(含插2管24床),89.1,22.625895,120.374279
137,私立,高雄市私立康齡老人養護中心,李政道,鳳山,高雄市鳳山區中山東路559號1-3樓,07-7025536,養護,44(含插2管22床),88.12,22.6292037,120.3817558
138,私立,高雄市私立宏亞老人長期照顧中心(養護型),王敏香,鳳山,高雄市鳳山區五甲三路12號1-5樓,07-8211218,養護,48(含插2管14床),103.11,22.593278,120.328002
139,私立,高雄市私立長松老人養護中心,陳淑貞,鳳山,高雄市鳳山區五權路97號1-3樓,07-7460957,養護,22(含插2管6床),90.07,22.6284573,120.3539614
140,私立,高雄市私立文清老人養護中心,楊進良,鳳山,高雄市鳳山區文清街125巷16號1-2樓,07-7802669,養護,30(含插2管15床),92.06,22.64341,120.3543417
141,私立,高雄市私立信展老人養護中心,陳寶秀,鳳山,高雄市鳳山區光復路6號1-4樓,07-7482383,養護,45(含插2管20床),88.12,22.6287362,120.3584901
142,私立,高雄市私立成大老人養護中心,王惠蘭,鳳山,高雄市鳳山區南京路387巷2之1-2號1-2樓,07-7663348,養護,34(含插2管15床),90.05,22.613984,120.345155
143,私立,高雄市私立鳳新老人養護中心,吳明達,鳳山,高雄市鳳山區南京路391巷1號1-2樓,07-7663348,養護,30(含插2管13床),96.07,22.605127,120.345509
144,私立,高雄市私立安祥老人養護中心,董榮昌,鳳山,高雄市鳳山區南京路49巷6號1樓,07-7663456,養護,48(含插2管24床),90.12,22.6071318,120.344919
145,私立,高雄市私立松霖老人養護中心,許敦化,鳳山,高雄市鳳山區經武路156號1-4樓,07-7425829,養護,36(含插2管15床),96.02,22.6357214,120.3641263
146,私立,高雄市私立快樂家族老人長期照顧中心（養護型）,陳寶秀,鳳山,高雄市鳳山區經武路85之20號1-3樓,07-7475675,養護,40(含插2管20床),101.08,22.6283425,120.3623868
147,私立,高雄市私立真善美老人長期照顧中心（養護型）,郭亨政,鳳山,高雄市鳳山區經武路85之21號1-4樓,07-7482383,養護,33(含插2管15床),97.12,22.6284809,120.3624115
148,私立,高雄市私立青園老人長期照顧中心（養護型）,黃敏洲,鳳山,高雄市鳳山區鳳頂路56號1-3樓,07-7969090、07-7969595,養護,48(含插2管24床),98.08,22.586132,120.359065
