編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
13,私立,宜蘭縣私立紫竹老人養護中心,林素雲,宜蘭市,宜蘭縣宜蘭市吉祥路120號,03-9359112,養護,17(含2管8床),88.1,24.7611053,121.7560997
14,私立,宜蘭縣私立安親老人養護院,柳淑真,三星鄉,宜蘭縣三星鄉大坑路15之4號,03-9894085,養護,49(含2管24床),88.12,24.664805,121.68313
15,私立,宜蘭縣私立健康老人長期照顧中心(養護型),林素雲,宜蘭市,宜蘭縣宜蘭市農權路3段178號3、4樓,03-9364673,養護,38(含2管19床),102.5,24.75043,121.738255
15,私立,宜蘭縣私立健康老人長期照顧中心(養護型),林素雲,宜蘭市,宜蘭縣宜蘭市農權路3段178號3、4樓,03-9364673,長照,38(含2管19床),102.5,24.75043,121.738255
16,私立,宜蘭縣私立救仁老人養護之家,吳丞景,宜蘭市,宜蘭縣宜蘭市舊城北路173號,03-9328295,養護,48,90.5,24.760403,121.7518352
17,私立,宜蘭縣私立百齡老人長期照顧中心(養護型),周武勇,冬山鄉,宜蘭縣冬山鄉福興東路71號,03-9592563,養護,40(含2管20床),97.3,24.629675,121.8099797
18,私立,宜蘭縣私立永安老人長期照顧中心(養護型),蔣嘉峰,宜蘭市,宜蘭縣宜蘭市宜興路3段109、111號,03-9289063,養護,34(含2管17床),97.11,24.769043,121.759136
19,私立,宜蘭縣私立惠民老人長期照顧中心(養護型),葉惠雯,羅東鎮,宜蘭縣蘇澳鎮隘界路290巷11號,03-9904705,養護,40(含2管15床),93.1,24.6184262,121.8416735
20,私立,宜蘭縣私立寬仁養護之家,吳長青,宜蘭市,宜蘭縣宜蘭市舊城北路182號,03-9328639,養護,35,95.4,24.7605877,121.751906
21,私立,宜蘭縣私立方舟之家養護中心,邱明玉,羅東鎮,宜蘭縣羅東鎮南昌街53巷9號,03-9559128,養護,17(含2管8床),95.1,24.6711667,121.7742419
22,私立,宜蘭縣私立順安老人長期照顧中心(養護型),陳勝宗,冬山鄉,宜蘭縣冬山鄉清溝村永安路393號,03-9588990,養護,49(含2管24床),95.12,24.6626546,121.764271
23,私立,宜蘭縣私立長青老人養護中心,簡志龍,宜蘭市,宜蘭縣宜蘭市縣政十二街40號,03-9255757,養護,48(含2管24床),95.12,24.732475,121.7636601
24,私立,宜蘭縣私立順泰老人長期照顧中心(養護型),陳惠茹,宜蘭市,宜蘭縣宜蘭市民權新路47巷10、12、14、16號,03-9321989,養護,49(含2管24床),96.09,24.7501233,121.7514862
25,私立,宜蘭縣私立祥德老人長期照顧中心(養護型),陳可竣,宜蘭市,宜蘭縣宜蘭市陽明三路160巷2號、6號,03-9387733,養護,37,96.11,24.7505181,121.7653699
26,私立,宜蘭縣私立廣親老人長期照顧中心(養護型),林添萬,宜蘭市,宜蘭縣宜蘭市泰山路260、262號,03-9329922,養護,48(含2管15床),96.12,24.751049,121.73725
27,私立,宜蘭縣私立幸福老人長期照顧中心(養護型),黃議賜,羅東鎮,宜蘭縣羅東鎮西安街313號,03-9617611,養護,35,98.4,24.6685534,121.7568984
28,私立,宜蘭縣私立慈恩老人長期照顧中心(養護型),王慈祥,宜蘭市,宜蘭縣宜蘭市津梅路71號,03-9280860,養護,42(含2管21床),98.6.,24.7673307,121.7527028
29,私立,宜蘭縣私立馨愛老人長期照顧中心(長期照護型),蔡光華,宜蘭市,宜蘭縣宜蘭市宜興路3段121號,03-9283148,長照,32,98.7,24.7697878,121.7589607
30,私立,宜蘭縣私立祥愛老人長期照顧中心(養護型),沈清富,宜蘭市,宜蘭縣宜蘭市津梅路73號,03-9282777,養護,42(含2管21床),99.3,24.7674004,121.7525916
31,私立,宜蘭縣私立祥泰老人長期照顧中心(養護型),游祥德,宜蘭市,宜蘭縣宜蘭市中山路3段87號5、6樓,03-9366666,養護,30,99.12,24.7550601,121.751908
31,私立,宜蘭縣私立祥泰老人長期照顧中心(養護型),游祥德,宜蘭市,宜蘭縣宜蘭市中山路3段87號5、6樓,03-9366666,長照,19,99.12,24.7550601,121.751908
32,私立,宜蘭縣私立和信老人長期照顧中心(養護型),洪真華,宜蘭市,宜蘭縣宜蘭市和睦路團管區巷17號2、3樓,03-9310463,養護,49,100.3,24.7510712,121.7546339
33,私立,宜蘭縣私立萬安老人長期照顧中心(養護型),林益舜,宜蘭市,宜蘭縣宜蘭市聖後街118號4樓,03-9359697,養護,42(含2管15床),101.9,24.7588042,121.7555299
34,私立,宜蘭縣私立桑榆老人長期照顧中心(養護型),陳玟均,五結鄉,宜蘭縣五結鄉中正路三段146巷7號,03-9659696,養護,31(含2管15床),102.4,24.706909,121.771925
35,私立,宜蘭縣私立溫馨居老人長期照顧中心(養護型),游吳玉梅,宜蘭市,宜蘭縣宜蘭市中山路3段87號3、4樓,03-9362222,養護,49(含2管15床),103.2,24.7549681,121.751871
36,私立,宜蘭縣私立品如老人長期照顧中心(養護型),陳素蓮,羅東鎮,宜蘭縣羅東鎮興東南路232號6樓,03-9552378,養護,47(含2管23床),103.7,24.6743718,121.7674204
37,私立,宜蘭縣私立悠活老人長期照顧中心(養護型),吳松源,冬山鄉,宜蘭縣冬山鄉大進二路68號,03-9510262,養護,27(含2管13床),104.04,24.6379246,121.7202152
37,私立,宜蘭縣私立悠活老人長期照顧中心(養護型),吳松源,冬山鄉,宜蘭縣冬山鄉大進二路68號,03-9510262,失智,6,104.04,24.6379246,121.7202152
38,私立,宜蘭縣私立靜心老人長期照顧中心(養護型),鄭麗容,羅東鎮,興東南路232號5樓,03-9552379,養護,47(含2管23床),104.7,24.6758099,121.767875
39,私立,宜蘭縣私立禾樂園老人長期照顧中心(養護型),蔡光華,羅東鎮,羅東鎮站前南路11號,03-9566651,養護,48(含2管24床),105.05,24.6688164,121.7730395
